,anneal_temp_unit,anneal_temperature,anneal_time,anneal_time_unit,contributor_key,cool_method,detector,label,magnification,micrograph_id,micron_bar,micron_bar_px,micron_bar_units,path,primary_microconstituent,sample_id,sample_key
231,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M 65C 4H FC,246x,232,100.0,129,um,micrograph232.tif,,31.0,31.0
232,C,800.0,3.0,H,2,Q,SE,AC1 800C 3H Q,982x,233,20.0,103,um,micrograph233.tif,spheroidite+widmanstatten,14.0,14.0
233,C,900.0,24.0,H,2,Q,SE,AC1 900C 24H Q,982x,234,20.0,103,um,micrograph234.tif,spheroidite,20.0,20.0
234,C,970.0,90.0,M,2,AR,SE,AC1 970C 90M AR,982x,235,20.0,103,um,micrograph235.tif,spheroidite,29.0,29.0
235,,,,,2,,SE,SIS_XL.TIF,4910X,236,5.0,129,um,micrograph236.tif,,47.0,47.0
236,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,1964X,237,10.0,103,um,micrograph237.tif,spheroidite,13.0,13.0
237,,,,,2,,SE,,11785x,238,2.0,124,um,micrograph238.tif,quality,,
238,C,900.0,5.0,M,2,Q,SE,AC1 900C 5M Q,982x,239,20.0,103,um,micrograph239.tif,,22.0,22.0
239,C,970.0,5.0,M,2,Q,SE,AC1 970C 5M Q,4910X,240,5.0,129,um,micrograph240.tif,crack,38.0,38.0
240,,,,,2,,SE,,98X,241,200.0,103,um,micrograph241.tif,,,
241,C,1000.0,5.0,M,2,Q,SE,AC1 1000C 5M Q,98X,242,200.0,103,um,micrograph242.tif,network,4.0,4.0
242,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1964X,243,10.0,103,um,micrograph243.png,spheroidite,37.0,37.0
243,,,,,2,,SE,SIS_XL.TIF,491x,244,50.0,129,um,micrograph244.bmp,indent,47.0,47.0
244,,,,,2,,BSE,,3437x,245,5.0,90,um,micrograph245.tif,pearlite+spheroidite,,
245,C,970.0,90.0,M,2,FC,BSE,AC1 970C 90M FC,98x,246,200.0,103,um,micrograph246.tif,sample,35.0,35.0
246,C,750.0,5.0,M,2,Q,SE,AC1 750C 5M Q,,247,2.0,103,um,micrograph247.tif,pearlite,10.0,10.0
247,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,982x,248,20.0,103,um,micrograph248.tif,spheroidite,39.0,39.0
248,,,,,2,,BSE,Gaunt - Utah 1.5 yr explant M,,249,2.0,103,um,micrograph249.tif,quality,43.0,43.0
249,C,900.0,5.0,M,2,Q,SE,AC1 900C 5M Q,982x,250,20.0,103,um,micrograph250.tif,,22.0,22.0
250,,,,,2,,SE,AC1 + vickers mark,98x,251,200.0,103,um,micrograph251.tif,network,3.0,3.0
251,,,,,2,,SE,SIS_XL.TIF,9820X,252,2.0,103,um,micrograph252.tif,pearlite,47.0,47.0
252,,,,,2,,SE,AC1 + vickers mark,98x,253,200.0,103,um,micrograph253.tif,network,3.0,3.0
253,,,,,2,,BSE,SIS_XL.TIF,98x,254,200.0,103,um,micrograph254.tif,,47.0,47.0
254,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,98X,255,200.0,103,um,micrograph255.tif,network,28.0,28.0
255,,,,,2,,SE,,1964X,256,10.0,103,um,micrograph256.tif,,,
256,C,970.0,24.0,H,2,Q,BSE,AC1 970C 24H Q,638x,257,20.0,67,um,micrograph257.tif,spheroidite,24.0,24.0
257,,,,,2,,,,,258,100.0,92,mm,micrograph258.tif,quality,,
258,,,,,2,,SE,IN3 Unetched,,259,100.0,103,um,micrograph259.tif,crack,45.0,45.0
259,,,,,2,,SE,,1473X,260,20.0,154,um,micrograph260.tif,quality,,
260,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,1964X,261,10.0,103,um,micrograph261.tif,spheroidite,2.0,2.0
261,,,,,2,,SE,SIS_XL.TIF,6383X,262,2.0,67,um,micrograph262.tif,,47.0,47.0
262,,,,,2,,,,,263,100.0,92,mm,micrograph263.tif,quality,,
263,,,,,2,,BSE,,,264,500.0,129,um,micrograph264.tif,quality,,
264,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,1964X,265,10.0,103,um,micrograph265.tif,spheroidite,6.0,6.0
265,,,,,2,,SE,,344x,266,50.0,90,um,micrograph266.tif,quality,,
266,,,,,2,,SE,IN3 Unetched,491x,267,50.0,129,um,micrograph267.tif,sample,45.0,45.0
267,,,,,2,,BSE,IN3 Unetched,638x,268,20.0,67,um,micrograph268.tif,crack,45.0,45.0
268,,,,,2,,SE,SIS_XL.TIF,98x,269,200.0,103,um,micrograph269.tif,network,47.0,47.0
269,,,,,2,,SE,SIS_XL.TIF,98X,270,200.0,103,um,micrograph270.tif,sample,47.0,47.0
270,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,1964X,271,10.0,103,um,micrograph271.tif,spheroidite,23.0,23.0
271,C,970.0,5.0,M,2,Q,SE,AC1 970C 5M Q,4910X,272,5.0,129,um,micrograph272.tif,spheroidite,38.0,38.0
272,,,,,2,,SE,SIS_XL.TIF,1964X,273,10.0,103,um,micrograph273.tif,pearlite,47.0,47.0
273,,,,,2,,BSE,IN3 Unetched,982x,274,20.0,103,um,micrograph274.tif,hole,45.0,45.0
274,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,,275,2.0,83,um,micrograph275.tif,quality,6.0,6.0
275,,,,,2,,BSE,IN3 Unetched,,276,2.0,83,um,micrograph276.tif,quality,45.0,45.0
276,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,2455X,277,10.0,129,um,micrograph277.tif,,40.0,40.0
277,,,,,2,,BSE,,4910x,278,5.0,129,um,micrograph278.tif,quality,,
278,,,,,2,,SE,,34372X,279,500.0,90,nm,micrograph279.tif,quality,,
279,,,,,2,,BSE,SIS_XL.TIF,98X,280,200.0,103,um,micrograph280.tif,network,47.0,47.0
280,C,970.0,5.0,M,2,Q,SE,AC1 970C 5M Q,4910X,281,5.0,129,um,micrograph281.tif,crack,38.0,38.0
281,,,,,2,,SE,,49X,282,500.0,129,um,micrograph282.tif,,,
282,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,,283,2.0,103,um,micrograph283.tif,spheroidite,2.0,2.0
283,,,,,2,,SE,,34372X,284,500.0,90,nm,micrograph284.tif,pearlite,,
284,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,98X,285,200.0,103,um,micrograph285.tif,network,37.0,37.0
285,C,970.0,5.0,M,2,Q,SE,AC1 970C 5M Q,4910X,286,5.0,129,um,micrograph286.tif,spheroidite,38.0,38.0
286,,,,,2,,SE,SIS_XL.TIF,65x,287,200.0,69,um,micrograph287.tif,,47.0,47.0
287,,,,,2,,BSE,,,288,10.0,129,um,micrograph288.tif,pearlite+spheroidite,,
288,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,,289,100.0,103,um,micrograph289.tif,,28.0,28.0
289,C,970.0,24.0,H,2,FC,,AC1 970C 24H FC,25x,290,1.0,129,mm,micrograph290.tif,sample,30.0,30.0
290,,,,,2,,,,,291,100.0,92,mm,micrograph291.tif,quality,,
291,,,,,2,,SE,SIS_XL.TIF,1178X,292,20.0,124,um,micrograph292.tif,,47.0,47.0
292,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,35x,293,500.0,92,um,micrograph293.tif,sample,33.0,33.0
293,,,,,2,,SE,,,294,100.0,103,um,micrograph294.tif,,,
294,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,982x,295,20.0,103,um,micrograph295.tif,spheroidite+widmanstatten,40.0,40.0
295,C,800.0,8.0,H,2,Q,SE,AC1 800C 8H Q,4910X,296,5.0,129,um,micrograph296.tif,spheroidite,16.0,16.0
296,,,,,2,,SE,SIS_XL.TIF,49X,297,500.0,129,um,micrograph297.tif,network,47.0,47.0
297,,,,,2,,BSE,IN3 Unetched,98x,298,200.0,103,um,micrograph298.tif,quality,45.0,45.0
298,C,800.0,90.0,M,2,Q,SE,AC1 800C 90M Q,982x,299,20.0,103,um,micrograph299.tif,,12.0,12.0
299,,,,,2,,BSE,ET Gyro,491x,300,50.0,129,um,micrograph300.tif,quality,42.0,42.0
300,C,750.0,5.0,M,2,Q,SE,AC1 750C 5M Q,98X,301,200.0,103,um,micrograph301.tif,network,10.0,10.0
301,,,,,2,,SE,IN3 Unetched,982x,302,20.0,103,um,micrograph302.tif,hole,45.0,45.0
302,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,982x,303,20.0,103,um,micrograph303.tif,,35.0,35.0
303,,,,,2,,SE,,,304,2.0,103,um,micrograph304.tif,quality,,
304,,,,,2,,SE,SIS_XL.TIF,118x,305,200.0,124,um,micrograph305.tif,network,47.0,47.0
305,C,700.0,5.0,M,2,Q,SE,AC1 700C 5M Q,98X,306,200.0,103,um,micrograph306.tif,network,9.0,9.0
306,,,,,2,,BSE,,,307,500.0,129,um,micrograph307.tif,quality,,
307,C,900.0,24.0,H,2,Q,SE,AC1 900C 24H Q,1964X,308,10.0,103,um,micrograph308.tif,spheroidite,20.0,20.0
308,,,,,2,,SE,SIS_XL.TIF,24551X,309,1.0,129,um,micrograph309.tif,pearlite,47.0,47.0
309,,,,,2,,SE,SIS_XL.TIF,,310,100.0,103,um,micrograph310.tif,hole,47.0,47.0
310,C,800.0,90.0,M,2,Q,SE,AC1 800C 90M Q,4910x,311,5.0,129,um,micrograph311.tif,spheroidite,12.0,12.0
311,C,800.0,8.0,H,2,Q,SE,AC1 800C 8H Q,982x,312,20.0,103,um,micrograph312.tif,spheroidite,16.0,16.0
312,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,7856X,313,2.0,83,um,micrograph313.tif,spheroidite+widmanstatten,34.0,34.0
313,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,2455X,314,10.0,129,um,micrograph314.tif,spheroidite+widmanstatten,34.0,34.0
314,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,344x,315,50.0,90,um,micrograph315.tif,sample,30.0,30.0
315,,,,,2,,SE,AC1 IS1010H 35X etched,98X,316,200.0,103,um,micrograph316.tif,network,41.0,41.0
316,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,,317,500.0,129,um,micrograph317.tif,sample,30.0,30.0
317,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,1964X,318,10.0,103,um,micrograph318.png,spheroidite,39.0,39.0
318,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1964X,319,10.0,103,um,micrograph319.png,spheroidite,37.0,37.0
319,,,,,2,,SE,SIS_XL.TIF,1473X,320,20.0,154,um,micrograph320.tif,hole,47.0,47.0
320,C,800.0,3.0,H,2,Q,SE,AC1 800C 3H Q,1964X,321,10.0,103,um,micrograph321.tif,spheroidite,7.0,7.0
321,,,,,2,,SE,SIS_XL.TIF,24551X,322,1.0,129,um,micrograph322.tif,pearlite,47.0,47.0
322,,,,,2,,BSE,SIS_XL.TIF,,323,100.0,103,um,micrograph323.tif,crack,47.0,47.0
323,,,,,2,,BSE,IN3 Unetched,1964X,324,10.0,103,um,micrograph324.tif,hole,45.0,45.0
324,C,700.0,5.0,M,2,Q,SE,AC1 700C 5M Q,34372X,325,500.0,90,nm,micrograph325.tif,pearlite,9.0,9.0
325,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,3437X,326,5.0,90,um,micrograph326.tif,spheroidite,28.0,28.0
326,,,,,2,,SE,SIS_XL.TIF,11785x,327,2.0,124,um,micrograph327.tif,quality,47.0,47.0
327,,,,,2,,SE,IN3 Unetched,982x,328,20.0,103,um,micrograph328.tif,crack,45.0,45.0
328,,,,,2,,SE,SIS_XL.TIF,982x,329,20.0,103,um,micrograph329.tif,pearlite,47.0,47.0
329,C,800.0,8.0,H,2,Q,SE,AC1 800C 8H Q,4910X,330,5.0,129,um,micrograph330.tif,spheroidite,16.0,16.0
330,C,1000.0,5.0,M,2,Q,,AC1 1000C 5M Q,64X,331,200.0,67,um,micrograph331.tif,sample,4.0,4.0
331,,,,,2,,BSE,,,332,10.0,129,um,micrograph332.tif,crack,,
332,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,,333,10.0,129,um,micrograph333.tif,spheroidite+widmanstatten,40.0,40.0
333,,,,,2,,BSE,,786x,334,20.0,83,um,micrograph334.tif,,,
334,,,,,2,,BSE,,98x,335,200.0,103,um,micrograph335.tif,,,
335,,,,,2,,SE,,982x,336,20.0,103,um,micrograph336.tif,,,
336,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1473X,337,20.0,154,um,micrograph337.tif,spheroidite,26.0,26.0
337,,,,,2,,SE,SIS_XL.TIF,1473X,338,20.0,154,um,micrograph338.tif,hole,47.0,47.0
338,,,,,2,,SE,,982x,339,20.0,103,um,micrograph339.tif,,,
339,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,786x,340,20.0,83,um,micrograph340.tif,sample,30.0,30.0
340,,,,,2,,SE,IN1 Etched Sample,,341,500.0,129,um,micrograph341.tif,sample,44.0,44.0
341,,,,,2,,SE,,4910X,342,5.0,129,um,micrograph342.tif,pearlite+spheroidite,,
342,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,98X,343,200.0,103,um,micrograph343.png,network,40.0,40.0
343,,,,,2,,SE,SIS_XL.TIF,344x,344,50.0,90,um,micrograph344.tif,hole,47.0,47.0
344,,,,,2,,BSE,AC1 IS1010H 35X etched,1964X,345,10.0,103,um,micrograph345.tif,martensite,41.0,41.0
345,,,,,2,,SE,,1964X,346,10.0,103,um,micrograph346.tif,pearlite+widmanstatten,,
346,,,,,2,,SE,ET Gyro,98x,347,200.0,103,um,micrograph347.tif,network,42.0,42.0
347,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,491x,348,50.0,129,um,micrograph348.tif,sample,33.0,33.0
348,,,,,2,,SE,SIS_XL.TIF,,349,2.0,103,um,micrograph349.tif,pearlite,47.0,47.0
349,,,,,2,,BSE,SIS_XL.TIF,,350,500.0,129,um,micrograph350.tif,crack,47.0,47.0
350,C,800.0,8.0,H,2,Q,SE,AC1 800C 8H Q,982x,351,20.0,103,um,micrograph351.tif,spheroidite,16.0,16.0
351,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,4910X,352,5.0,129,um,micrograph352.tif,spheroidite,32.0,32.0
352,,,,,2,,SE,ET Gyro,,353,2.0,103,um,micrograph353.tif,pearlite,42.0,42.0
353,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,491x,354,50.0,129,um,micrograph354.tif,spheroidite+widmanstatten,32.0,32.0
354,C,970.0,5.0,M,2,Q,SE,AC1 970C 5M Q,982x,355,20.0,103,um,micrograph355.tif,,38.0,38.0
355,,,,,2,,SE,SIS_XL.TIF,491x,356,50.0,129,um,micrograph356.tif,crack,47.0,47.0
356,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,491x,357,50.0,129,um,micrograph357.tif,spheroidite,25.0,25.0
357,,,,,2,,BSE,IN3 Unetched,98x,358,200.0,103,um,micrograph358.tif,quality,45.0,45.0
358,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,982x,359,20.0,103,um,micrograph359.tif,spheroidite+widmanstatten,34.0,34.0
359,C,800.0,3.0,H,2,Q,SE,AC1 800C 3H Q,1964X,360,10.0,103,um,micrograph360.tif,spheroidite,14.0,14.0
360,,,,,2,,SE,,7218X,361,2.0,76,um,micrograph361.tif,crack,,
361,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,344x,362,50.0,90,um,micrograph362.tif,sample,30.0,30.0
362,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,786x,363,20.0,83,um,micrograph363.tif,spheroidite,24.0,24.0
363,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,4910X,364,5.0,129,um,micrograph364.tif,spheroidite,2.0,2.0
364,C,800.0,90.0,M,2,Q,SE,AC1 800C 90M Q,491x,365,50.0,129,um,micrograph365.tif,,12.0,12.0
365,,,,,2,,SE,SIS_XL.TIF,786x,366,20.0,83,um,micrograph366.tif,martensite,47.0,47.0
366,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,1964X,367,10.0,103,um,micrograph367.tif,spheroidite,18.0,18.0
367,C,970.0,3.0,H,2,Q,SE,AC1 970C 3H Q,147x,368,200.0,154,um,micrograph368.tif,network,37.0,37.0
368,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,4910x,369,5.0,129,um,micrograph369.tif,spheroidite,19.0,19.0
369,,,,,2,,SE,IN1 Etched Sample,,370,2.0,103,um,micrograph370.tif,,44.0,44.0
370,C,800.0,90.0,M,2,Q,SE,AC1 800C 90M Q,98x,371,200.0,103,um,micrograph371.tif,network,12.0,12.0
371,,,,,2,,BSE,IN3 Unetched,1964X,372,10.0,103,um,micrograph372.tif,crack,45.0,45.0
372,C,800.0,90.0,M,2,Q,SE,AC1 800C 90M Q,4910x,373,5.0,129,um,micrograph373.tif,spheroidite,12.0,12.0
373,,,,,2,,SE,SIS_XL.TIF,982x,374,20.0,103,um,micrograph374.tif,,47.0,47.0
374,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,9820X,375,2.0,103,um,micrograph375.tif,spheroidite,34.0,34.0
375,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,4910X,376,5.0,129,um,micrograph376.tif,spheroidite,2.0,2.0
376,C,970.0,5.0,M,2,FC,SE,AC1 970 5M FC,638x,377,20.0,67,um,micrograph377.tif,sample,34.0,34.0
377,,,,,2,,BSE,,,378,500.0,129,um,micrograph378.tif,,,
378,,,,,2,,SE,,49102x,379,500.0,129,nm,micrograph379.tif,quality,,
379,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,1964X,380,10.0,103,um,micrograph380.tif,pearlite+spheroidite,35.0,35.0
380,,,,,2,,BSE,AC1 IS1010H 35X etched,491x,381,50.0,129,um,micrograph381.tif,martensite,41.0,41.0
381,C,800.0,24.0,H,2,Q,SE,AC1 800C 24H Q,1964X,382,10.0,103,um,micrograph382.tif,spheroidite,6.0,6.0
382,C,970.0,90.0,M,2,AR,SE,AC1 970C 90M AR,98X,383,200.0,103,um,micrograph383.tif,network,29.0,29.0
383,C,1000.0,5.0,M,2,Q,,AC1 1000C 5M Q,49X,384,500.0,129,um,micrograph384.tif,network,4.0,4.0
384,C,970.0,5.0,M,2,Q,SE,AC1 970C 5M Q,982x,385,20.0,103,um,micrograph385.tif,,38.0,38.0
385,C,970.0,8.0,H,2,Q,SE,AC1 970C 8H Q,3437X,386,5.0,90,um,micrograph386.tif,spheroidite,28.0,28.0
386,,,,,2,,SE,SIS_XL.TIF,4910X,387,5.0,129,um,micrograph387.tif,pearlite,47.0,47.0
387,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,1964X,388,10.0,103,um,micrograph388.png,spheroidite,40.0,40.0
388,,,,,2,,BSE,,1473X,389,20.0,154,um,micrograph389.tif,,,
389,,,,,2,,SE,,63833X,390,200.0,67,nm,micrograph390.tif,,,
390,C,800.0,3.0,H,2,Q,SE,AC1 800C 3H Q,1964X,391,10.0,103,um,micrograph391.tif,spheroidite,7.0,7.0
391,,,,,2,,SE,,7856X,392,2.0,83,um,micrograph392.tif,pearlite,,
392,,,,,2,,BSE,IN3 Unetched,3437x,393,5.0,90,um,micrograph393.tif,quality,45.0,45.0
393,,,,,2,,SE,SIS_XL.TIF,,394,10.0,129,um,micrograph394.tif,,47.0,47.0
394,,,,,2,,SE,,4910x,395,5.0,129,um,micrograph395.tif,quality,,
395,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,98X,396,200.0,103,um,micrograph396.tif,network,25.0,25.0
396,,,,,2,,SE,ET Gyro,,397,10.0,129,um,micrograph397.tif,pearlite,42.0,42.0
397,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,982x,398,20.0,103,um,micrograph398.tif,spheroidite,36.0,36.0
398,,,,,2,,SE,IN3 Unetched,982x,399,20.0,103,um,micrograph399.tif,crack,45.0,45.0
399,,,,,2,,BSE,,1473X,400,20.0,154,um,micrograph400.tif,quality,,
400,,,,,2,,SE,IN1 Etched Sample,14731x,401,2.0,154,um,micrograph401.tif,pearlite,44.0,44.0
401,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,1964X,402,10.0,103,um,micrograph402.tif,spheroidite,36.0,36.0
402,C,700.0,5.0,M,2,Q,SE,AC1 700C 5M Q,64x,403,200.0,67,um,micrograph403.tif,network,9.0,9.0
403,,,,,2,,SE,,638x,404,20.0,67,um,micrograph404.tif,pearlite+spheroidite,,
404,,,,,2,,SE,SIS_XL.TIF,98X,405,200.0,103,um,micrograph405.bmp,indent,47.0,47.0
405,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,3437X,406,5.0,90,um,micrograph406.tif,spheroidite,40.0,40.0
406,C,900.0,3.0,H,2,Q,SE,AC1 900C 3H Q,1964X,407,10.0,103,um,micrograph407.tif,spheroidite,21.0,21.0
407,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,1473X,408,20.0,154,um,micrograph408.tif,spheroidite,24.0,24.0
408,,,,,2,,BSE,SIS_XL.TIF,,409,100.0,103,um,micrograph409.tif,crack,47.0,47.0
409,,,,,2,,BSE,SIS_XL.TIF,491x,410,50.0,129,um,micrograph410.bmp,indent,47.0,47.0
410,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,3437X,411,5.0,90,um,micrograph411.tif,spheroidite,33.0,33.0
411,,,,,2,,SE,SIS_XL.TIF,491x,412,50.0,129,um,micrograph412.tif,crack,47.0,47.0
412,,,,,2,,BSE,SIS_XL.TIF,246x,413,100.0,129,um,micrograph413.bmp,indent,47.0,47.0
413,,,,,2,,SE,,3437X,414,5.0,90,um,micrograph414.tif,quality,,
414,,,,,2,,BSE,,344x,415,50.0,90,um,micrograph415.tif,,,
415,,,,,2,,SE,,,416,2.0,103,um,micrograph416.tif,,,
416,,,,,2,,BSE,,,417,100.0,103,um,micrograph417.tif,crack,,
417,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,1964X,418,10.0,103,um,micrograph418.tif,spheroidite,36.0,36.0
418,C,800.0,90.0,M,2,Q,SE,AC1 800C 900C 970C 90M Q,491x,419,50.0,129,um,micrograph419.tif,spheroidite,11.0,11.0
419,,,,,2,,BSE,IN3 Unetched,,420,100.0,103,um,micrograph420.tif,crack,45.0,45.0
420,,,,,2,,SE,SIS_XL.TIF,49X,421,500.0,129,um,micrograph421.tif,network,47.0,47.0
421,C,800.0,90.0,M,2,Q,SE,AC1 800C 900C 970C 90M Q,4910x,422,5.0,129,um,micrograph422.tif,spheroidite,11.0,11.0
422,,,,,2,,BSE,IN3 Unetched,491x,423,50.0,129,um,micrograph423.tif,quality,45.0,45.0
423,,,,,2,,SE,ET Gyro,94x,424,200.0,99,um,micrograph424.tif,,42.0,42.0
424,,,,,2,,SE,IN3 Unetched,98X,425,200.0,103,um,micrograph425.tif,quality,45.0,45.0
425,,,,,2,,BSE,,,426,500.0,129,um,micrograph426.tif,,,
426,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,1964X,427,10.0,103,um,micrograph427.png,spheroidite,36.0,36.0
427,,,,,2,,SE,SIS_XL.TIF,,428,2.0,103,um,micrograph428.tif,,47.0,47.0
428,,,,,2,,BSE,,,429,100.0,103,um,micrograph429.tif,crack,,
429,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,,430,2.0,103,um,micrograph430.tif,spheroidite,18.0,18.0
430,,,,,2,,SE,,1473X,431,20.0,154,um,micrograph431.tif,pearlite+spheroidite,,
431,,,,,2,,BSE,SIS_XL.TIF,1178X,432,20.0,124,um,micrograph432.tif,hole,47.0,47.0
432,C,970.0,90.0,M,2,AR,SE,AC1 970C 90M AR,491x,433,50.0,129,um,micrograph433.tif,spheroidite+widmanstatten,29.0,29.0
433,,,,,2,,,SIS_XL.TIF,982x,434,20.0,103,um,micrograph434.tif,,47.0,47.0
434,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1964X,435,10.0,103,um,micrograph435.png,spheroidite,37.0,37.0
435,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1964X,436,10.0,103,um,micrograph436.png,spheroidite,37.0,37.0
436,C,800.0,8.0,H,2,Q,SE,AC 800C 8H Q,1964X,437,10.0,103,um,micrograph437.tif,spheroidite,2.0,2.0
437,,,,,2,,BSE,IN3 Unetched,3437x,438,5.0,90,um,micrograph438.tif,quality,45.0,45.0
438,,,,,2,,SE,IN3 Unetched,246x,439,100.0,129,um,micrograph439.tif,crack,45.0,45.0
439,C,970.0,3.0,H,2,Q,,AC1 970C 3H Q,1964X,440,10.0,103,um,micrograph440.png,spheroidite,37.0,37.0
440,,,,,2,,BSE,SIS_XL.TIF,98X,441,200.0,103,um,micrograph441.tif,network,47.0,47.0
441,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,,442,2.0,103,um,micrograph442.tif,spheroidite,19.0,19.0
442,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,1964X,443,10.0,103,um,micrograph443.tif,spheroidite,32.0,32.0
443,,,,,2,,SE,,491x,444,50.0,129,um,micrograph444.tif,,,
444,C,970.0,24.0,H,2,FC,SE,AC1 970C 24H FC,344x,445,50.0,90,um,micrograph445.tif,sample,30.0,30.0
445,,,,,2,,BSE,SIS_XL.TIF,491x,446,50.0,129,um,micrograph446.tif,,47.0,47.0
446,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,98x,447,200.0,103,um,micrograph447.tif,network,35.0,35.0
447,,,,,2,,BSE,,491x,448,50.0,129,um,micrograph448.tif,,,
448,C,970.0,90.0,M,2,Q,BSE,AC1 970C 90M Q,4910X,449,5.0,129,um,micrograph449.tif,spheroidite,33.0,33.0
449,C,970.0,90.0,M,2,FC,SE,AC1 970C 90M FC,1473X,450,20.0,154,um,micrograph450.tif,,35.0,35.0
450,C,970.0,24.0,H,2,Q,BSE,AC1 970C 24H Q,786x,451,20.0,83,um,micrograph451.tif,spheroidite,24.0,24.0
451,,,,,2,,SE,SIS_XL.TIF,,452,10.0,129,um,micrograph452.tif,spheroidite,47.0,47.0
452,,,,,2,,SE,,,453,10.0,129,um,micrograph453.tif,pearlite+spheroidite,,
453,,,,,2,,SE,SIS_XL.TIF,98X,454,200.0,103,um,micrograph454.tif,network,47.0,47.0
454,C,900.0,5.0,M,2,Q,SE,AC1 900C 5M Q,1964X,455,10.0,103,um,micrograph455.tif,,22.0,22.0
455,,,,,2,,SE,IN3 Unetched,1473X,456,20.0,154,um,micrograph456.tif,crack,45.0,45.0
456,C,970.0,24.0,H,2,Q,SE,AC1 970C 24H Q,1964X,457,10.0,103,um,micrograph457.png,spheroidite,36.0,36.0
457,C,970.0,90.0,M,2,Q,SE,AC1 970C 90M Q,1473X,458,20.0,154,um,micrograph458.tif,spheroidite,33.0,33.0
458,,,,,2,,BSE,AC1 IS1010H 35X etched,246x,459,100.0,129,um,micrograph459.tif,martensite,41.0,41.0
459,,,,,2,,SE,,98X,460,200.0,103,um,micrograph460.tif,,,
460,,,,,2,,SE,,1473X,461,20.0,154,um,micrograph461.tif,,,
461,,,,,2,,BSE,SIS_XL.TIF,491x,462,50.0,129,um,micrograph462.bmp,indent,47.0,47.0
462,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,,463,2.0,103,um,micrograph463.tif,spheroidite,19.0,19.0
463,C,900.0,90.0,M,2,Q,SE,AC1 900C 90M Q,4910x,464,5.0,129,um,micrograph464.tif,spheroidite,19.0,19.0
464,C,800.0,85.0,H,2,Q,SE,AC1 800C 85H Q,,465,2.0,103,um,micrograph465.tif,spheroidite,18.0,18.0
